where	result	detail
校验报告.md:118 契约/送料身份/LF002	通过	结构、证据边界文字核对
校验报告.md:119 契约/送料引用/LF002	通过	结构、证据边界文字核对
校验报告.md:120 满速独占/计划标记/LF002	通过	逐LF满速标记
校验报告.md:121 契约/端口身份/LF002	通过	结构、证据边界文字核对
校验报告.md:122 端口速率/记录/LF002	通过	端口速率独立复算
校验报告.md:123 契约/实际速率/LF002	通过	结构、证据边界文字核对
校验报告.md:124 契约/运输占位/LF002	通过	结构、证据边界文字核对
校验报告.md:125 契约/送料身份/LF003	通过	结构、证据边界文字核对
校验报告.md:126 契约/送料引用/LF003	通过	结构、证据边界文字核对
校验报告.md:127 满速独占/计划标记/LF003	通过	逐LF满速标记
校验报告.md:128 契约/端口身份/LF003	通过	结构、证据边界文字核对
校验报告.md:129 端口速率/记录/LF003	通过	端口速率独立复算
校验报告.md:130 契约/实际速率/LF003	通过	结构、证据边界文字核对
校验报告.md:131 契约/运输占位/LF003	通过	结构、证据边界文字核对
校验报告.md:132 契约/送料身份/LF004	通过	结构、证据边界文字核对
校验报告.md:133 契约/送料引用/LF004	通过	结构、证据边界文字核对
校验报告.md:134 满速独占/计划标记/LF004	通过	逐LF满速标记
校验报告.md:135 契约/端口身份/LF004	通过	结构、证据边界文字核对
校验报告.md:136 端口速率/记录/LF004	通过	端口速率独立复算
校验报告.md:137 契约/实际速率/LF004	通过	结构、证据边界文字核对
校验报告.md:138 契约/运输占位/LF004	通过	结构、证据边界文字核对
校验报告.md:139 契约/送料身份/LF005	通过	结构、证据边界文字核对
校验报告.md:140 契约/送料引用/LF005	通过	结构、证据边界文字核对
校验报告.md:141 满速独占/计划标记/LF005	通过	逐LF满速标记
校验报告.md:142 契约/端口身份/LF005	通过	结构、证据边界文字核对
校验报告.md:143 端口速率/记录/LF005	通过	端口速率独立复算
校验报告.md:144 契约/实际速率/LF005	通过	结构、证据边界文字核对
校验报告.md:145 契约/运输占位/LF005	通过	结构、证据边界文字核对
校验报告.md:146 契约/送料身份/LF006	通过	结构、证据边界文字核对
校验报告.md:147 契约/送料引用/LF006	通过	结构、证据边界文字核对
校验报告.md:148 满速独占/计划标记/LF006	通过	逐LF满速标记
校验报告.md:149 契约/端口身份/LF006	通过	结构、证据边界文字核对
校验报告.md:150 端口速率/记录/LF006	通过	端口速率独立复算
校验报告.md:151 契约/实际速率/LF006	通过	结构、证据边界文字核对
校验报告.md:152 契约/运输占位/LF006	通过	结构、证据边界文字核对
校验报告.md:153 契约/送料身份/LF007	通过	结构、证据边界文字核对
校验报告.md:154 契约/送料引用/LF007	通过	结构、证据边界文字核对
校验报告.md:155 满速独占/计划标记/LF007	通过	逐LF满速标记
校验报告.md:156 契约/端口身份/LF007	通过	结构、证据边界文字核对
校验报告.md:157 端口速率/记录/LF007	通过	端口速率独立复算
校验报告.md:158 契约/实际速率/LF007	通过	结构、证据边界文字核对
校验报告.md:159 契约/运输占位/LF007	通过	结构、证据边界文字核对
校验报告.md:160 契约/送料身份/LF008	通过	结构、证据边界文字核对
校验报告.md:161 契约/送料引用/LF008	通过	结构、证据边界文字核对
校验报告.md:162 满速独占/计划标记/LF008	通过	逐LF满速标记
校验报告.md:163 契约/端口身份/LF008	通过	结构、证据边界文字核对
校验报告.md:164 端口速率/记录/LF008	通过	端口速率独立复算
校验报告.md:165 契约/实际速率/LF008	通过	结构、证据边界文字核对
校验报告.md:166 契约/运输占位/LF008	通过	结构、证据边界文字核对
校验报告.md:167 契约/送料身份/LF009	通过	结构、证据边界文字核对
校验报告.md:168 契约/送料引用/LF009	通过	结构、证据边界文字核对
校验报告.md:169 满速独占/计划标记/LF009	通过	逐LF满速标记
校验报告.md:170 契约/端口身份/LF009	通过	结构、证据边界文字核对
校验报告.md:171 端口速率/记录/LF009	通过	端口速率独立复算
校验报告.md:172 契约/实际速率/LF009	通过	结构、证据边界文字核对
校验报告.md:173 契约/运输占位/LF009	通过	结构、证据边界文字核对
校验报告.md:174 契约/送料身份/LF010	通过	结构、证据边界文字核对
校验报告.md:175 契约/送料引用/LF010	通过	结构、证据边界文字核对
校验报告.md:176 满速独占/计划标记/LF010	通过	逐LF满速标记
校验报告.md:177 契约/端口身份/LF010	通过	结构、证据边界文字核对
校验报告.md:178 端口速率/记录/LF010	通过	端口速率独立复算
校验报告.md:179 契约/实际速率/LF010	通过	结构、证据边界文字核对
校验报告.md:180 契约/运输占位/LF010	通过	结构、证据边界文字核对
校验报告.md:181 契约/送料身份/LF011	通过	结构、证据边界文字核对
校验报告.md:182 契约/送料引用/LF011	通过	结构、证据边界文字核对
校验报告.md:183 满速独占/计划标记/LF011	通过	逐LF满速标记
校验报告.md:184 契约/端口身份/LF011	通过	结构、证据边界文字核对
校验报告.md:185 端口速率/记录/LF011	通过	端口速率独立复算
校验报告.md:186 契约/实际速率/LF011	通过	结构、证据边界文字核对
校验报告.md:187 契约/运输占位/LF011	通过	结构、证据边界文字核对
校验报告.md:188 契约/送料身份/LF012	通过	结构、证据边界文字核对
校验报告.md:189 契约/送料引用/LF012	通过	结构、证据边界文字核对
校验报告.md:190 满速独占/计划标记/LF012	通过	逐LF满速标记
校验报告.md:191 契约/端口身份/LF012	通过	结构、证据边界文字核对
校验报告.md:192 端口速率/记录/LF012	通过	端口速率独立复算
校验报告.md:193 契约/实际速率/LF012	通过	结构、证据边界文字核对
校验报告.md:194 契约/运输占位/LF012	通过	结构、证据边界文字核对
校验报告.md:195 契约/送料身份/LF013	通过	结构、证据边界文字核对
校验报告.md:196 契约/送料引用/LF013	通过	结构、证据边界文字核对
校验报告.md:197 满速独占/计划标记/LF013	通过	逐LF满速标记
校验报告.md:198 契约/端口身份/LF013	通过	结构、证据边界文字核对
校验报告.md:199 端口速率/记录/LF013	通过	端口速率独立复算
校验报告.md:200 契约/实际速率/LF013	通过	结构、证据边界文字核对
校验报告.md:201 契约/运输占位/LF013	通过	结构、证据边界文字核对
校验报告.md:202 契约/送料身份/LF014	通过	结构、证据边界文字核对
校验报告.md:203 契约/送料引用/LF014	通过	结构、证据边界文字核对
校验报告.md:204 满速独占/计划标记/LF014	通过	逐LF满速标记
校验报告.md:205 契约/端口身份/LF014	通过	结构、证据边界文字核对
校验报告.md:206 端口速率/记录/LF014	通过	端口速率独立复算
校验报告.md:207 契约/实际速率/LF014	通过	结构、证据边界文字核对
校验报告.md:208 契约/运输占位/LF014	通过	结构、证据边界文字核对
校验报告.md:209 契约/送料身份/LF015	通过	结构、证据边界文字核对
校验报告.md:210 契约/送料引用/LF015	通过	结构、证据边界文字核对
校验报告.md:211 满速独占/计划标记/LF015	通过	逐LF满速标记
校验报告.md:212 契约/端口身份/LF015	通过	结构、证据边界文字核对
校验报告.md:213 端口速率/记录/LF015	通过	端口速率独立复算
校验报告.md:214 契约/实际速率/LF015	通过	结构、证据边界文字核对
校验报告.md:215 契约/运输占位/LF015	通过	结构、证据边界文字核对
校验报告.md:216 契约/送料身份/LF016	通过	结构、证据边界文字核对
校验报告.md:217 契约/送料引用/LF016	通过	结构、证据边界文字核对
校验报告.md:218 满速独占/计划标记/LF016	通过	逐LF满速标记
校验报告.md:219 契约/端口身份/LF016	通过	结构、证据边界文字核对
校验报告.md:220 端口速率/记录/LF016	通过	端口速率独立复算
校验报告.md:221 契约/实际速率/LF016	通过	结构、证据边界文字核对
校验报告.md:222 契约/运输占位/LF016	通过	结构、证据边界文字核对
校验报告.md:223 契约/送料身份/LF017	通过	结构、证据边界文字核对
校验报告.md:224 契约/送料引用/LF017	通过	结构、证据边界文字核对
校验报告.md:225 满速独占/计划标记/LF017	通过	逐LF满速标记
校验报告.md:226 契约/端口身份/LF017	通过	结构、证据边界文字核对
校验报告.md:227 端口速率/记录/LF017	通过	端口速率独立复算
校验报告.md:228 契约/实际速率/LF017	通过	结构、证据边界文字核对
校验报告.md:229 契约/运输占位/LF017	通过	结构、证据边界文字核对
校验报告.md:230 契约/送料身份/LF018	通过	结构、证据边界文字核对
校验报告.md:231 契约/送料引用/LF018	通过	结构、证据边界文字核对
校验报告.md:232 满速独占/计划标记/LF018	通过	逐LF满速标记
校验报告.md:233 契约/端口身份/LF018	通过	结构、证据边界文字核对
校验报告.md:234 端口速率/记录/LF018	通过	端口速率独立复算
校验报告.md:235 契约/实际速率/LF018	通过	结构、证据边界文字核对
校验报告.md:236 契约/运输占位/LF018	通过	结构、证据边界文字核对
校验报告.md:237 契约/送料身份/LF019	通过	结构、证据边界文字核对
校验报告.md:238 契约/送料引用/LF019	通过	结构、证据边界文字核对
校验报告.md:239 满速独占/计划标记/LF019	通过	逐LF满速标记
校验报告.md:240 契约/端口身份/LF019	通过	结构、证据边界文字核对
校验报告.md:241 端口速率/记录/LF019	通过	端口速率独立复算
校验报告.md:242 契约/实际速率/LF019	通过	结构、证据边界文字核对
校验报告.md:243 契约/运输占位/LF019	通过	结构、证据边界文字核对
校验报告.md:244 契约/送料身份/LF020	通过	结构、证据边界文字核对
校验报告.md:245 契约/送料引用/LF020	通过	结构、证据边界文字核对
校验报告.md:246 满速独占/计划标记/LF020	通过	逐LF满速标记
校验报告.md:247 契约/端口身份/LF020	通过	结构、证据边界文字核对
校验报告.md:248 端口速率/记录/LF020	通过	端口速率独立复算
校验报告.md:249 契约/实际速率/LF020	通过	结构、证据边界文字核对
校验报告.md:250 契约/运输占位/LF020	通过	结构、证据边界文字核对
校验报告.md:251 契约/送料身份/LF021	通过	结构、证据边界文字核对
校验报告.md:252 契约/送料引用/LF021	通过	结构、证据边界文字核对
校验报告.md:253 满速独占/计划标记/LF021	通过	逐LF满速标记
校验报告.md:254 契约/端口身份/LF021	通过	结构、证据边界文字核对
校验报告.md:255 端口速率/记录/LF021	通过	端口速率独立复算
校验报告.md:256 契约/实际速率/LF021	通过	结构、证据边界文字核对
校验报告.md:257 契约/运输占位/LF021	通过	结构、证据边界文字核对
校验报告.md:258 契约/送料身份/LF022	通过	结构、证据边界文字核对
校验报告.md:259 契约/送料引用/LF022	通过	结构、证据边界文字核对
校验报告.md:260 满速独占/计划标记/LF022	通过	逐LF满速标记
校验报告.md:261 契约/端口身份/LF022	通过	结构、证据边界文字核对
校验报告.md:262 端口速率/记录/LF022	通过	端口速率独立复算
校验报告.md:263 契约/实际速率/LF022	通过	结构、证据边界文字核对
校验报告.md:264 契约/运输占位/LF022	通过	结构、证据边界文字核对
校验报告.md:265 契约/送料身份/LF023	通过	结构、证据边界文字核对
校验报告.md:266 契约/送料引用/LF023	通过	结构、证据边界文字核对
校验报告.md:267 满速独占/计划标记/LF023	通过	逐LF满速标记
校验报告.md:268 契约/端口身份/LF023	通过	结构、证据边界文字核对
校验报告.md:269 端口速率/记录/LF023	通过	端口速率独立复算
校验报告.md:270 契约/实际速率/LF023	通过	结构、证据边界文字核对
校验报告.md:271 契约/运输占位/LF023	通过	结构、证据边界文字核对
校验报告.md:272 契约/送料身份/LF024	通过	结构、证据边界文字核对
校验报告.md:273 契约/送料引用/LF024	通过	结构、证据边界文字核对
校验报告.md:274 满速独占/计划标记/LF024	通过	逐LF满速标记
校验报告.md:275 契约/端口身份/LF024	通过	结构、证据边界文字核对
校验报告.md:276 端口速率/记录/LF024	通过	端口速率独立复算
校验报告.md:277 契约/实际速率/LF024	通过	结构、证据边界文字核对
校验报告.md:278 契约/运输占位/LF024	通过	结构、证据边界文字核对
校验报告.md:279 契约/送料身份/LF025	通过	结构、证据边界文字核对
校验报告.md:280 契约/送料引用/LF025	通过	结构、证据边界文字核对
校验报告.md:281 满速独占/计划标记/LF025	通过	逐LF满速标记
校验报告.md:282 契约/端口身份/LF025	通过	结构、证据边界文字核对
校验报告.md:283 端口速率/记录/LF025	通过	端口速率独立复算
校验报告.md:284 契约/实际速率/LF025	通过	结构、证据边界文字核对
校验报告.md:285 契约/运输占位/LF025	通过	结构、证据边界文字核对
校验报告.md:286 契约/送料身份/LF026	通过	结构、证据边界文字核对
校验报告.md:287 契约/送料引用/LF026	通过	结构、证据边界文字核对
校验报告.md:288 满速独占/计划标记/LF026	通过	逐LF满速标记
校验报告.md:289 契约/端口身份/LF026	通过	结构、证据边界文字核对
校验报告.md:290 端口速率/记录/LF026	通过	端口速率独立复算
校验报告.md:291 契约/实际速率/LF026	通过	结构、证据边界文字核对
